"","CondRules","ResRules","Support","Confidence","Lift"
"2127","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.464
"2128","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",12.06,99.81,1.464
"2129","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",12.06,95.64,7.258
"2130","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.319
"2131","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.56,7.315
"2132","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.45,7.255
"2133","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.69,1.466
"2134","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.51,7.315
"2135","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.22,7.24
"2136","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.67,1.463
"2137","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.464
"2138","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.51,7.315
"2139","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.41,7.255
"2140","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.463
"2141","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.463
"2142","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,13.18,1.093
"2143","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.47,7.312
"2144","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.224
"2145","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.463
"2146","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.463
"2147","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,12.13,1.006
"2148","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,13.11,1.087
"2149","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.43,100,1.087
"2150","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.43,100,1.006
"2151","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.43,99.95,1.463
"2152","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.43,99.91,1.463
"2153","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.43,98.64,1.919
"2154","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.43,44,3.484
"2155","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.43,100,1.093
"2156","EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK",12.43,99.95,1.463
"2157","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP",12.43,99.91,1.463
"2158","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CLOSE",12.43,98.64,1.919
"2159","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.43,44,3.486
"2160","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK",12.43,99.95,1.463
"2161","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP",12.43,99.91,1.464
"2162","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CLOSE",12.43,98.64,1.92
"2163","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.43,44,3.486
"2164","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP",12.43,99.86,1.465
"2165","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CLOSE",12.43,98.59,3.487
"2166","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.43,43.9,3.479
"2167","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CLOSE",12.43,98.55,3.48
"2168","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,43.95,3.487
"2169","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.23,1.465
"2170","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",12.43,99.95,1.463
"2171","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP",12.43,99.91,1.464
"2172","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",12.43,98.64,1.92
"2173","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.43,44,3.487
"2174","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",12.43,99.86,1.465
"2175","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE",12.43,98.59,3.487
"2176","EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.43,43.9,3.479
"2177","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE",12.43,98.55,3.48
"2178","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,43.95,3.487
"2179","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.23,1.465
"2180","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",12.43,99.86,1.465
"2181","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",12.43,98.59,3.487
"2182","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.43,43.88,3.48
"2183","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.479
"2184","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,43.95,3.487
"2185","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.23,1.465
"2186","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.487
"2187","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.19,1.92
"2188","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.21,1.464
"2189","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2190","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",12.43,99.86,1.465
"2191","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",12.43,98.59,3.487
"2192","EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.43,43.88,3.48
"2193","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.479
"2194","EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,43.95,3.487
"2195","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.23,1.465
"2196","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.43,98.46,3.486
"2197","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.19,1.92
"2198","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.21,1.464
"2199","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2200","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.43,98.46,3.486
"2201","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.18,1.919
"2202","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2203","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2204","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,13.59,1.093
"2205","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.43,98.41,3.484
"2206","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.18,1.919
"2207","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2208","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"2209","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,12.5,1.006
"2210","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,13.51,1.087
"2211","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN",10.01,100,1.087
"2212","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ",10.01,100,1.006
"2213","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_LSEEK",10.01,100,1.463
"2214","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE","EVENT_CREATE_OBJECT",10.01,100,7.55
"2215","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CONNECT",10.01,78.06,7.672
"2216","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_CLOSE",10.01,98.59,1.918
"2217","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",10.01,100,1.093
"2218","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK",10.01,100,1.463
"2219","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT",10.01,100,7.582
"2220","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CONNECT",10.01,78.06,7.685
"2221","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_CLOSE",10.01,98.59,1.918
"2222","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK",10.01,100,1.464
"2223","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT",10.01,100,7.566
"2224","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ,EVENT_CONNECT",10.01,78.06,7.685
"2225","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ,EVENT_CLOSE",10.01,98.54,1.918
"2226","EVENT_OPEN,EVENT_READ,EVENT_CONNECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT",10.01,100,7.586
"2227","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_CONNECT",10.01,78.02,7.681
"2228","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_LSEEK,EVENT_CLOSE",10.01,98.59,3.487
"2229","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,35.4,3.479
"2230","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.59,7.686
"2231","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_CONNECT,EVENT_CLOSE",10.01,75.95,7.589
"2232","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",10.01,100,1.464
"2233","EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",10.01,100,7.586
"2234","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.01,78.06,7.689
"2235","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",10.01,98.54,1.918
"2236","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",10.01,100,7.586
"2237","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT",10.01,78.02,7.681
"2238","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE",10.01,98.54,3.485
"2239","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,35.4,3.485
"2240","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.59,7.686
"2241","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE",10.01,75.95,7.589
"2242","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",10.01,100,7.589
"2243","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT",10.01,78.02,7.686
"2244","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",10.01,98.54,3.485
"2245","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,35.4,3.485
"2246","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.681
"2247","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE",10.01,75.92,7.586
"2248","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.48,1.918
"2249","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.59,7.689
"2250","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE",10.01,75.92,7.586
"2251","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.464
"2252","EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",10.01,100,7.589
"2253","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT",10.01,78.02,7.686
"2254","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",10.01,98.37,3.479
"2255","EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,35.4,3.487
"2256","EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.681
"2257","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CONNECT,EVENT_CLOSE",10.01,75.92,7.586
"2258","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.48,1.918
"2259","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.685
"2260","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE",10.01,75.72,7.566
"2261","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.464
"2262","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.918
"2263","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.685
"2264","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE",10.01,75.89,7.582
"2265","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.463
"2266","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.94,1.093
"2267","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.918
"2268","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.37,7.672
"2269","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE",10.01,75.56,7.55
"2270","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.463
"2271","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.07,1.006
"2272","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.88,1.087
"2273","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.07,100,1.087
"2274","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.07,100,1.006
"2275","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.07,100,1.463
"2276","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,97.01,7.324
"2277","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.07,100,1.945
"2278","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.07,94.11,7.453
"2279","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.07,100,1.093
"2280","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK",12.07,100,1.463
"2281","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CREATE_OBJECT",12.07,97.01,7.356
"2282","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CLOSE",12.07,100,1.946
"2283","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.07,94.11,7.456
"2284","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK",12.07,100,1.464
"2285","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CREATE_OBJECT",12.07,97.01,7.34
"2286","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CLOSE",12.07,99.95,1.946
"2287","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.07,94.11,7.456
"2288","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CREATE_OBJECT",12.07,96.97,7.356
